hospital_id,hospital_name,address,district,state,latitude,longitude,contact,specialties,facilities,emergency_services,hospital_category,total_num_beds,number_doctor
1634,Rishi Sewa Sadan,"Main Hospital Road, Begusarai, Bihar",Begusarai,Bihar,25.1857,83.711007,+91-7204192904,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,178,28
1635,Shyam Hospital,"Main Hospital Road, Saran, Bihar",Saran,Bihar,25.779565,84.749889,+91-9862514132,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,189,30
1636,Susheela Hospital,"Main Hospital Road, Saran, Bihar",Saran,Bihar,25.779565,84.749889,+91-8332299091,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,200,32
1637,Uday Nursing Home,"Main Hospital Road, Begusarai, Bihar",Begusarai,Bihar,24.802175,85.243784,+91-8420256439,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,211,33
1638,Chand Suraj Hospital,"Main Hospital Road, Begusarai, Bihar",Begusarai,Bihar,25.106087,83.727847,+91-9652558724,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,222,35
1639,Bishnupur Multi Speciality Hospital,"Main Hospital Road, Begusarai, Bihar",Begusarai,Bihar,25.413078,86.147905,+91-7350701477,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,233,37
1640,Aashray Nursing Home,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.406988,86.19226,+91-6619298045,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,244,39
1641,Angika Nursing Home,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.242795,86.975444,+91-9230908336,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,35,5
1642,Annapurna Maternity Home,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.419627,86.099934,+91-9989487508,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,46,7
1643,Anupam Nursing Home,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.400037,86.200413,+91-7032820212,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,57,9
1644,Asraya Hospital,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.24143,86.992436,+91-8433940416,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,68,10
1645,Dr Archana Jha Clinic and Nursing Home,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.24143,86.992436,+91-9584796846,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,79,12
1646,Dr Suresh Pathology,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.24143,86.992436,+91-9648327424,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,90,14
1647,Dr. Chandra Shekhar Shah,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.24143,86.992436,+91-7671414897,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,101,16
1648,G.S. Hospital and Endolaparoscopy Centre,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.24143,86.992436,+91-8907843037,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,112,17
1649,Gayatri Clinic and Maternity Centre,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.412089,86.163393,+91-9245317068,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,123,19
1650,Healing Touch Centre,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.375583,86.094002,+91-8960566236,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,134,21
1651,K K Nursing Home And Research Centre,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.372033,86.127845,+91-7485455239,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,145,23
1652,Kaushalaya Eye Research Institute,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.428128,86.207679,+91-9602080228,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,156,24
1653,Khageswari Nursing Home,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.440827,86.223629,+91-8636531097,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,167,26
1654,Life Line Hospital,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.424929,86.175311,+91-9322393065,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,178,28
1655,Loksewa Hospital,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.348735,86.258362,+91-9365313627,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,189,30
1656,Orthopaedic Disease And Truma Care,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.436419,86.186585,+91-7528197464,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,200,32
1657,"Pushpdeep Trauma,Replacement And Spine Clinic","Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,23.366643,85.324885,+91-8375278922,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,211,33
1658,R K Heart and Helth Centre,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.427063,86.169736,+91-8919267198,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,222,35
1659,Rakshit Nursing Home,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.24143,86.992436,+91-8516314486,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,233,37
1660,Sahil Clinic,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.374023,86.176897,+91-8656935034,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,244,39
1661,Saint Sharda Nursing Home,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.372697,86.221341,+91-6315708805,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,35,5
1662,Sanjivani Nursing Home,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.254576,86.98368,+91-6352350576,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,46,7
1663,Satyam Matri Shishu Kendra,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.251951,86.983929,+91-7150931110,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,57,9
1664,Sharda Hospital,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.251951,86.983929,+91-6662373991,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,68,10
1665,Shrishti Nursing Home,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,23.366643,85.324885,+91-7632087531,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,79,12
1666,Sneh Nursing Home,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,31.432949,75.713901,+91-9056630093,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,90,14
1667,Srijan Maternity and Fertility Clinic,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.255227,86.988787,+91-9366783129,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,101,16
1668,Sushila Clinic,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.327071,86.122486,+91-7360122653,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,112,17
1669,Tapashwi Hospital,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.24143,86.992436,+91-7549195708,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,123,19
1670,Aastha Nursing Home and Maternity Centre,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.385101,86.192901,+91-7323998648,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,134,21
1671,Aditya Nursing Home,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.24143,86.992436,+91-7910126009,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,145,23
1672,Advance Maternity and Infertility Centre,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.242222,86.958654,+91-7545833869,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,156,24
1673,Aziz Nursing Home,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.382222,86.172771,+91-6374938761,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,167,26
1674,Jyoti Nursing Home,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.400698,86.241581,+91-8382590159,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,178,28
1675,Khamriya Hospital,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.365987,86.188123,+91-6384909986,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,189,30
1676,Lal Clinic,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.372552,86.201874,+91-8568578538,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,200,32
1677,Shagun Nursing Home,"Main Hospital Road, Bhagalpur, Bihar",Bhagalpur,Bihar,25.264235,87.232287,+91-9369138661,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,211,33
1678,"Anumandaliya Hospital, Jagdishpur, Bhojpur","Main Hospital Road, Bhojpur, Bihar",Bhojpur,Bihar,25.468313,84.422519,+91-7393417638,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,222,35
1679,Ganinath Hospital,"Main Hospital Road, Nawada, Bihar",Nawada,Bihar,24.847057,85.347773,+91-7777300707,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,233,37
1680,Heera Surya Nursing Home,"Main Hospital Road, Bhojpur, Bihar",Bhojpur,Bihar,25.560435,84.667854,+91-7665586415,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,244,39
1681,Kanchan Shalya Niketan,"Main Hospital Road, Nawada, Bihar",Nawada,Bihar,25.598239,84.477659,+91-9346505855,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,35,5
1682,Khwaja Garib Nawaz Welfare Society,"Main Hospital Road, Bhojpur, Bihar",Bhojpur,Bihar,25.556044,84.660331,+91-6363781647,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,46,7
1683,Lilawati Nursing Home,"Main Hospital Road, Bhojpur, Bihar",Bhojpur,Bihar,25.536011,84.563401,+91-7042571199,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,57,9
1684,Maa Jagdamba Nursing Home,"Main Hospital Road, Bhojpur, Bihar",Bhojpur,Bihar,25.556044,84.660331,+91-8456551333,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,68,10
1685,Manav Kalyan Ewam Shodh Sansthan,"Main Hospital Road, Bhojpur, Bihar",Bhojpur,Bihar,25.556044,84.660331,+91-8238126936,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,79,12
1686,Ortho Centre,"Main Hospital Road, Bhojpur, Bihar",Bhojpur,Bihar,25.555801,84.659758,+91-6728353118,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,90,14
1687,Orthopaedics Clinic,"Main Hospital Road, Bhojpur, Bihar",Bhojpur,Bihar,25.560435,84.667854,+91-8943409776,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,101,16
1688,Gloval Vishwamitra Hospital,"Main Hospital Road, Buxar, Bihar",Buxar,Bihar,25.56471,83.977748,+91-7635231601,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,112,17
1689,Ma Shivratri Dental Health Hospital,"Main Hospital Road, Buxar, Bihar",Buxar,Bihar,22.708641,90.370275,+91-6728004476,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,123,19
1690,Neha Nursing Home,"Main Hospital Road, Buxar, Bihar",Buxar,Bihar,25.56471,83.977748,+91-6596313527,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,134,21
1691,Orthopadic Centre,"Main Hospital Road, Buxar, Bihar",Buxar,Bihar,25.301952,84.609869,+91-6626785308,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,145,23
1692,R.R Memorial Hospital,"Main Hospital Road, Buxar, Bihar",Buxar,Bihar,25.56471,83.977748,+91-6271730355,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,156,24
1693,Vishwamitra Hospital,"Main Hospital Road, Buxar, Bihar",Buxar,Bihar,25.565989,83.980455,+91-6718150313,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,167,26
1694,Sadguru Nursing Home,"Main Hospital Road, Buxar, Bihar",Buxar,Bihar,25.56471,83.977748,+91-7866920369,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,178,28
1695,Garib Nawaz Hospital,"Main Hospital Road, Buxar, Bihar",Buxar,Bihar,25.56471,83.977748,+91-7185247208,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,189,30
1696,Marry Ward Health Centre,"Main Hospital Road, Buxar, Bihar",Buxar,Bihar,25.56471,83.977748,+91-7808620775,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,200,32
1697,"Rogi Kalyan Samiti,Sub.Divisional Hospital,Dumraon","Main Hospital Road, Buxar, Bihar",Buxar,Bihar,25.571313,84.145449,+91-7287426116,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,211,33
1698,Siddhashram Sewa Sadan,"Main Hospital Road, Buxar, Bihar",Buxar,Bihar,25.56471,83.977748,+91-8079757650,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,222,35
1699,Darbhanga Medical College and Hospital,"Main Hospital Road, Darbhanga, Bihar",Darbhanga,Bihar,26.119357,85.904896,+91-9361527572,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,government,233,37
1700,Aastha Hospital,"Main Hospital Road, Darbhanga, Bihar",Darbhanga,Bihar,26.193017,85.004372,+91-7059096258,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,244,39
1701,Sheela Health Clinic,"Main Hospital Road, Darbhanga, Bihar",Darbhanga,Bihar,26.11813,85.900212,+91-9096239582,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,35,5
1702,Shekhar Netralaya and Ear Nose Throat Hospital,"Main Hospital Road, Darbhanga, Bihar",Darbhanga,Bihar,26.119261,84.936509,+91-6839873216,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,46,7
1703,Ugratara Hospital,"Main Hospital Road, Darbhanga, Bihar",Darbhanga,Bihar,26.148042,84.993944,+91-6029065628,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,57,9
