hospital_id,Hospital_Name,Address_Original_First_Line,District,State,latitude,longitude,Telephone,Mobile_Number,specialties,facilities,emergency_services,Emergency_Num,Hospital_Category,Hospital_Care_Type,Total_Num_Beds,number_doctor,Sr_No,Location_Coordinates,Location,Discipline_Systems_of_Medicine,Subdistrict,Pincode,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
,Morabia Hospital,"Nr.Telephone Exchange & Arya Samaj, Lal Tekri, Bhuj",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6885.0,"23.2491005, 69.6747038","Nr.Telephone Exchange & Arya Samaj, Lal Tekri, Bhuj",0,0,370001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Nanavaty Hospital,"Nr, New General Hospital, B/H Delhiwala Hospital Bhuj",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6886.0,"23.2419997, 69.6669324","Nr, New General Hospital, B/H Delhiwala Hospital Bhuj",0,0,370001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Navkar Eye Hospital and Laser Phaco Centre,"14, Anand Colony Nr.Santoshi Mata Mandir Opp N C C Office, Bhuj",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6887.0,"23.2419997, 69.6669324","14, Anand Colony Nr.Santoshi Mata Mandir Opp N C C Office, Bhuj",0,0,370001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Neolife Children and Dental Hospital,"Plot No. 16/3, Nr. New Swaminarayan Temple ,Nagnat Mahadev Road",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6888.0,,"Plot No. 16/3, Nr. New Swaminarayan Temple,Nagnat Mahadev Road",0,0,370001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Om Hospital,"101, Paras Apartment, 1St Floor Hospital Road, Bhuj",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6889.0,"23.2434248, 69.6726564","101, Paras Apartment, 1St Floor Hospital Road, Bhuj",0,0,370001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Patel E.N.T. Hospital,"""Jeevandeep"" 63 A/B, Vijaynagar, New Hospital Road, Bhuj",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6890.0,"23.2434248, 69.6726564","""Jeevandeep"" 63 A/B, Vijaynagar, New Hospital Road, Bhuj",0,0,370001,0,0,0,0,0,2564436 /2571545,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Patel Eyecare and Laser Centre,"Lotus Colony,Opposite Civil Hospital",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6891.0,,"Lotus Colony,Opposite Civil Hospital",0,0,370001,0,0,0,0,0,253599,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Patel Hospital,"Shree Sahajanand Bhuvan, Station Road, Bhuj",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6892.0,"23.2564812, 69.6762411","Shree Sahajanand Bhuvan, Station Road, Bhuj",0,0,370001,0,0,0,0,0,2781135/ 2795264,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Rao Surgical and Children Hospital,"Gayathri Complex Hospital Road, Bhuj",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6893.0,"23.241104, 69.672315","Gayathri Complex Hospital Road, Bhuj",0,0,370001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Rudani Hospital,"30 / A, Lotus Colony",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6894.0,,"30 / A, Lotus Colony",0,0,370001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Shah Orthopaedic Hospital,"10, Lotus, OppositeG. K. General Hospital",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6895.0,,"10, Lotus, OppositeG. K. General Hospital",0,0,370001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Shraddha(Ent) Hospital,"2, Lotus Colony, Opposite General Hospital Nr. Geb, Bhuj",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6896.0,"23.2419997, 69.6669324","2, Lotus Colony, Opposite General Hospital Nr. Geb, Bhuj",0,0,370001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Sivananda Hospital,"No. 64, Post Office Road Adipur",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6897.0,,"No. 64, Post Office Road Adipur",0,0,370001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Vegad Hospital,Camp Road,Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6898.0,,Camp Road,0,0,370001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Vishvash Orthopaedic Hospital,"Hospital Raod, Bhuj",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6899.0,"23.2419997, 69.6669324","Hospital Raod, Bhuj",0,0,370001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Vivek Surgical Nursing Home,"Sevaashram Lotus Colony, Opposite New Gk General Hospital, , Bhuj",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6900.0,"23.2419997, 69.6669324","Sevaashram Lotus Colony, Opposite New Gk General Hospital, Bhuj",0,0,370001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Anurag Orthopaedic Hospital,"Mukti Bhuvan, Shrimali Colony, Nr - Maruti Graund, Nr - Bus Station, Nava - Anjar",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6901.0,,"Mukti Bhuvan, Shrimali Colony, Nr - Maruti Graund, Nr - Bus Station, Nava - Anjar",0,0,370110,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Jiladia Hospital,"Behind Dena Bank, Near S.T. Bus Stand, Anjar",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6902.0,,"Behind Dena Bank, Near S.T. Bus Stand, Anjar",0,0,370110,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Mamta Gynec Hospital and Prasutigruh,"B/S Dr Zotasahib Hospital,B/H Jain Dadavadi,Anjar",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6903.0,,"B/S Dr Zotasahib Hospital,B/H Jain Dadavadi,Anjar",0,0,370110,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Purna Nursing Home,Outside Ganga Nagar Anjar,Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6904.0,,Outside Ganga Nagar Anjar,0,0,370110,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Riddhi Siddhi Hospital,"Main Road, Varsamedi Naka Road, Anjar",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6905.0,,"Main Road, Varsamedi Naka Road, Anjar",0,0,370110,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Shri Vagad Welfare Society Hospital,National High-Way Road No.8 Bhachau,Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6906.0,,National High-Way Road No.8 Bhachau,0,0,370140,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Agariya Hospital,"Plot No:8, Ward 7B,Behind Ima Blood Bank",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6907.0,,"Plot No:8, Ward 7B,Behind Ima Blood Bank",0,0,370201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Anuragh Medical Nursing Home,"Plot No 203, Sector 1A, Gandhidham",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6908.0,"23.0662629, 70.13458","Plot No 203, Sector 1A, Gandhidham",0,0,370201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Dhairya Medical Hospital and Icu Centre,"Plot No.162-A, 12-B, Opposite Our Old Hospital, Gandhidham",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6909.0,"23.075297, 70.133673","Plot No.162-A, 12-B, Opposite Our Old Hospital, Gandhidham",0,0,370201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Dr Goswami Medical and Critical Care Unit,"Plot No. 162-A, Ward 12 B Near New  Kala",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6910.0,,"Plot No. 162-A, Ward 12 B Near New  Kala",0,0,370201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Gandhi Surgical Hospital,Sector 1 Plot 52 Tagore Road Near Osle Circle,Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6911.0,,Sector 1 Plot 52 Tagore Road Near Osle Circle,0,0,370201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Life Line Hospital,"Ward 7/B , Plot No-72,Gurukul Area,Near Ima Blood Bank",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6912.0,,"Ward 7/B, Plot No-72,Gurukul Area,Near Ima Blood Bank",0,0,370201,0,0,0,0,0,222975,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Morakhia Medical Nursing Home,289/12-B Gandhidham,Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6913.0,"23.075297, 70.133673",289/12-B Gandhidham,0,0,370201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Omkar Medical Nursing Home,"Plot, No. 250, Ward 12-B, 1St Floor, Gandhidham",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6914.0,"23.0709605, 70.1292131","Plot, No. 250, Ward 12-B, 1St Floor, Gandhidham",0,0,370201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Patel Hospital,"Plot No.5, Sector-2, Tagore Road, Gandhidham",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6915.0,"23.0655995, 70.1264294","Plot No.5, Sector-2, Tagore Road, Gandhidham",0,0,370201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Patel Hospital and Super Specialist Center,"Plot No.289, Ward 1210, Opposite Hotel Swagat, Near Gandhi Market",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6916.0,,"Plot No.289, Ward 1210, Opposite Hotel Swagat, Near Gandhi Market",0,0,370201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Pramukhswami Nursing Home,"Plot No. 72, Ward-1/A, Hero Honda Show Room Lane",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6917.0,,"Plot No. 72, Ward-1/A, Hero Honda Show Room Lane",0,0,370201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Pushpanjali Hospital,"Plot No. 481, 12-C, Lilashah Nagar",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6918.0,"23.071922, 70.1515342","Plot No. 481, 12-C, Lilashah Nagar",0,0,370201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Shah Orthopaedic and Superspeciality Hospital,"Plot No 448, Sector 1/A, Gayatri Mandir Road, Nr Andhra Bank,Oslo Circle,Gandhidham",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6919.0,"23.0650001, 70.1301625","Plot No 448, Sector 1/A, Gayatri Mandir Road, Nr Andhra Bank,Oslo Circle,Gandhidham",0,0,370201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Shivam Eye Care,"Plot No. - 173, Sector - 1/A, Opp - Yamaha Show Room, Nr - Hp Gas Agency, Tagor Road, Gandhidham",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6920.0,"23.075297, 70.133673","Plot No. - 173, Sector - 1/A, Opp - Yamaha Show Room, Nr - Hp Gas Agency, Tagor Road, Gandhidham",0,0,370201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Shraddha Hospital,"Dhanvantri House Sec No 2, Road No 2, Near Sundarpuri Bus Stop, Gandhigram",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6921.0,,"Dhanvantri House Sec No 2, Road No 2, Near Sundarpuri Bus Stop, Gandhigram",0,0,370201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,St. Josephs Hospital,Dc-6 Nu-4 Near Iffco Colony Gandhidham,Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6922.0,"23.0665251, 70.1046474",Dc-6 Nu-4 Near Iffco Colony Gandhidham,0,0,370201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Vachhani Orthopaedic and Trauma Centre,"Plot No. 196, 1/A, Nr, Navneet Gas Service, Ghandi Dham",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6923.0,,"Plot No. 196, 1/A, Nr, Navneet Gas Service, Ghandi Dham",0,0,370201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Vora General and Surgical Hospital,"Plot No. 198, 199, Ward No. 12/C, Lilashahnagar, Gandhidham",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6924.0,"23.067578, 70.129054","Plot No. 198, 199, Ward No. 12/C, Lilashahnagar, Gandhidham",0,0,370201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Hotchandani Orthopaedic Hospital,"Plot No-28,Ward No-7/10, Tagore Road,Uday Nagar,Gandhidham",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6925.0,"23.068932, 70.1303877","Plot No-28,Ward No-7/10, Tagore Road,Uday Nagar,Gandhidham",0,0,370203,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Gandhidham Jain Seva Samiti Kusumben Kantilal Dedhia Hospital,"Plot No.Hc2, Ward -6-B,OppositeSwaminarayana Chatralay,Adipur",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6926.0,,"Plot No.Hc2, Ward -6-B,OppositeSwaminarayana Chatralay,Adipur",0,0,370205,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Kusumben Kantilal Dedhia Hospital(Gandhidham Jain Seva Samiti),"Hc-2,Ward 6/B Opp Swaminarayan Chatralaya(Baps),Adipur",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6927.0,,"Hc-2,Ward 6/B Opp Swaminarayan Chatralaya(Baps),Adipur",0,0,370205,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Sindhu Sewa Samiti Trust,"Plot460,2-B,Hari Laungani Marg Adipur",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6928.0,,"Plot460,2-B,Hari Laungani Marg Adipur",0,0,370205,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Sivananda Hospital(The Devine Life Society),"Post Office Road, Adipur, Kuchchh",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6929.0,,"Post Office Road, Adipur, Kuchchh",0,0,370205,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Sterling Divine Life Hospital,"Post Office Road,Nr Guru Mandir Road,Adipur",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6930.0,,"Post Office Road,Nr Guru Mandir Road,Adipur",0,0,370205,0,0,0,0,0,2836260577,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Tap Hospital,"5/B,Rambag Road",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6931.0,,"5/B,Rambag Road",0,0,370205,0,0,0,0,0,261392,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Tolani Eye Hospital and Research Center,"Tringular Park, Ward 2 - B, Adipur",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6932.0,,"Tringular Park, Ward 2 - B, Adipur",0,0,370205,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,AnandMulti Speciality Hospital,"Suyesh Plaza, Baroi Road,Opp-Hotel Plaza, Mundra",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6933.0,,"Suyesh Plaza, Baroi Road,Opp-Hotel Plaza, Mundra",0,0,370421,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Geeta Hospital,"Umiya Nagar Plot No-2, Mundra Gundala Road,Mundra",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6934.0,,"Umiya Nagar Plot No-2, Mundra Gundala Road,Mundra",0,0,370421,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Leelawanti Hospital,"Behind Bus Stop, Mahavir Nagar,Near Rotary Hall,Mundra",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6935.0,,"Behind Bus Stop, Mahavir Nagar,Near Rotary Hall,Mundra",0,0,370421,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Shri Sarva Seva Sangh - Kachchh,"Baroi Road, Mundra",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6936.0,"22.8427013, 69.7352174","Baroi Road, Mundra",0,0,370421,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Sterling Addlife Mundra Hospital Pvt. Ltd.,"Old Port Road, Near Samudra Township, Mpsez, Mundra",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6937.0,,"Old Port Road, Near Samudra Township, Mpsez, Mundra",0,0,370421,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Matushree Ratanben Lakhamshi Ghellabhai Sawla,Vilalge Bidada Talmandvi,Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6938.0,,Vilalge Bidada Talmandvi,0,0,370435,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Aaryan Institute Of Medical Science,"Aims Hospital, Nr. Nava Naka, Swaminarayan Temple Road Opposite Brahmpuri Society",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6939.0,,"Aims Hospital, Nr. Nava Naka, Swaminarayan Temple Road Opposite Brahmpuri Society",0,0,370465,0,0,0,0,0,222526,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Aims Hospital (Aaryan Institute Of Medical Science),"Nr. Nava Naka, Opp-Snaminaryan Temple Mandvi",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6940.0,,"Nr. Nava Naka, Opp-Snaminaryan Temple Mandvi",0,0,370465,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Aryan Institute Of Medical Science,Madnvi,Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6941.0,,Madnvi,0,0,370465,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Dr Meenu Agarwal Clinic,Mandvi,Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6942.0,"22.833334, 69.3554783",Mandvi,0,0,370465,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Dr.Prashant Vasa Eye Hospital,Mandvi,Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6943.0,"22.833334, 69.3554783",Mandvi,0,0,370465,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Eye Hospital (Dr.Prashant Vasa),,Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6944.0,"22.833334, 69.3554783",#NAME,0,0,370465,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Gauri Hospital - Maternity Home and Sonagraphy Centre,"Nanalal Vora Marg, Mandvi",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6945.0,"22.8334196, 69.3555988","Nanalal Vora Marg, Mandvi",0,0,370465,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
,Haji Hasan Hospital(Hajiyani Khatijabai Medical Trust Sanchalit),"Shea Shore Mota Salaya,Mandvi",Kachchh,Gujarat,,,0,0,,,,0,0,0,0,,6946.0,,"Shea Shore Mota Salaya,Mandvai",0,0,370465,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,468.0
